رزیدنت_ایول	توسعه‌دهنده	کپ‌کام
استافیلوکوک_آرلته	جفenus	استافیلوکوک
محمد_مصدق	پس_از	حسین_علاء
سیمفونی	گونه	چارچوب_نرم‌افزاری_تحت_وب
والتر_کوهن	دکتری_advisor	جولیان_شوینگر
شاهنشاهی_هخامنشی	واحد_پول	سکه_هخامنشی
بلواستکس	درdustry	مجازی‌سازی
استان_ورونژ	بنیانگذار_date	1934
ازناوله	روستا	شهرستان_بوئین_و_میاندشت
بادمجین	منطقهٔ_زمانی	ساعت_رسمی_ایران
سه_دره	روستا	شهرستان_بافت
مراد_چهارم	عنوان	فهرست_سلاطین_امپراتوری_عثمانی
امپراتوری_مغول	منطقه	قورولتای
جیمبولیا	عنوان_حاکم	شهردار
زباستین_کل	تاریخ_پایان_سال‌های_فعالیت	2006
حافظ_سید_ریاض_حسین_نجفی	اصلی_interests	حدیث
محمود_فرنام_قیطانچیان	ابزار	دایره
فیلیپ_جانسون	محل_تحصیل	مدرسه_عالی_طراحی_هاروارد
زهرا_شجاعی	محل_تولد	تهران
داوود_رشیدی	جایزه‌ها	نشان_فرهنگ_و_هنر
ماد_لیک،_آیداهو	بخشی_از	ایالات_متحده_آمریکا
تیمان‌قلعه	استان	کردستان_ایران
یه_تیکه_زمین	بازیگر	رؤیا_تیموریان
کریس_هوی	محل_تولد	بریتانیا
اقامتگاه_اژدها	ژانر	بازی_ویدئویی_نقش‌آفرینی
کشکور	بخش	شهرستان_قزوین
سلانیک_مولدووا	نوع	فهرست_شهرهای_رومانی
اندیس_روشیران	محصول_type	مصالح_ساختمانی
ساعت_شلوغی_3	بازیگر	رومن_پولانسکی
سید_محمد_خاتمی	پیش_از	علی_لاریجانی
فینال_جام_ملت‌های_اروپا_2004	قبلی	فینال_جام_ملت‌های_اروپا_2000
رستاخیز	بازیگر	سام_شپارد
ال_گیلانو	طرف_دیگرmeeting	لیگ_آزادگان_99–1398
تانزانیا	دامنه_اینترنتی	.tz
روح‌الله_رستمی	وزنه‌برداری	پارا
ایران_خودرو	محصولات	خودرو
زبان_گواربتی	زبان_رایج_در	پاکستان
ساوتول،_ناتینگهام‌شر	توصیف_تصویر	کلیسای_جامع_ساوتول
اشغال_وراکروس	قسمتی‌از	جنگ_مرزی
دیواناگری	سد	الفبای_نیاسینایی
ون	ایالات_جنوبی	ایالات_متحده_آمریکا
چیهیرین	است_،_part_of	اوکراین
رستم_قاسمی	محل_تولد	ایران
خاگینه	نوع	شیرینی
فرودگاه_وولوگدا	مکان	وولوگدا
پاول_پوگربنیاک	موقعیت	مهاجم
مامورو_ساساکی	محل_تولد	استان_ایشیکاوا
ارنست_همینگوی	نویسنده	پیرمرد_و_دریا
مینیدوکا،_آیداهو	است_،_part_of	ایالات_متحده_آمریکا
ساروج	روستا	شهرستان_کرمان
اندیس_سرب_آبگرم	محصولات	سرب
آکلند	موسس_باشگاه	اتحادیه_راگبی_آکلند
الکترونیکا	ریشه‌های_سبکی	موسیقی_امبینت
تیزآباد	شهرستان	ایران
کنستانتین_فون_نویرات	محل_تولد	امپراتوری_آلمان
آندوور،_مینه‌سوتا	جمعیت_as_of	سرشماری_2010_ایالات_متحده_آمریکا
توماس_آکویناس	درfluenced_by	بوئتیوس
تیم_ملی_فوتبال_جزایر_تورکس_و_کایکوس	نام	جام_طلایی_کونکاکاف
سید_احمد_آوایی	موضوع	اعضای_منصورون
اتنیک_الکترونیکا	ریشه‌های_سبکی	موسیقی_رقص_الکترونیک
نورث_امریکن_اف-82_توین_ماستانگ	کشورهای_اصلی_بکارگیرنده	پرچم_of_the_United_States_Air_Force
جلفا	مرکز	جلفا
تاردیس	نوع	سفر_در_زمان
سراب‌باغ	بخش	آبدانان
میسور	رهبر_party	کنگره_ترینامول
سام_جانستون	موقعیت	دروازه‌بان
مرغ_طوفان_پولینزی	پناهگاه	طنابداران
شرکت_شیشه_آذر	سال_تولید	1350
هشترود	شهرستان	آذربایجان_شرقی
کنای،_آلاسکا	رهبر_title	شهردار
میرحسین_موسوی	نبرد	جنگ_ایران_و_عراق
سعدالدین_نزاری_قهستانی	تأثیرگذار_بر	حافظ
اندیس_امیدیه_-آغاجاری2	نوع_ماده	مصالح_ساختمانی
آرتور_فرید	ملیت	ایالات_متحده_آمریکا
باشگاه_فوتسال_استقلال	ورزشگاه	ایران
موسی_رفان	نظامی_command	نیروی_هوایی_سپاه_پاسداران_انقلاب_اسلامی
میشل_دسلر	مجموعۀ_ناپیوسته	24
قلعه_کلات_اهرم	کاربری	قلعه
بغداد_بونجاح	موضوع	بازیکنان_فوتبال_دور_از_وطن_در_تونس
مردم_روهینگیا	دین	اسلام
ایران_خودرو	مقر	تهران
بزمجه_بنگال	پناهگاه	طنابداران
با-رن	منطقهٔ_زمانی	زمان_اروپای_مرکزی
حقیقت_لمس_کردن	هنرمند	یانی
واترپلو_در_بازی‌های_المپیک_تابستانی_1996	رویداد_قبلی	واترپلو_در_بازی‌های_المپیک_تابستانی_1992
الن_آلین	سبک	سینث‌پاپ
یرنس_ای_تامسا	ناحیه_زمانی_۱	زمان_اروپای_مرکزی
کلی_استفانیشیت	سبک_شنا	کرال_پشت
شکرآباد	توابع	منوجان
چاه_گزی	توابع	شهرستان_لامرد
واسیلی_دوم_مسکو	جانشینی	فهرست_شاهان_روسیه
تغییر_وضعیت	آخرین_single	شایعه_شده‌است
دیلویت	مستقر_by	ویلیام_ولش_دیلویت
آهنگرکلا	توابع	شهرستان_قائم‌شهر
فولاد_غرب	موقعیت	کرمانشاه
کانسیل،_آیداهو	سال_جمعیت	سرشماری_2010_ایالات_متحده_آمریکا
حمیدرضا_دیبازر	شغل	ارکستر_فوژان
علی_دایی	موضوع	منnfobox_football_biography_image_param_needs_updating
کیوشو	کشور_admin_divisions	استان_کاگوشیما
موریس	است_،_part_of	کانادا
تظاهرات_15_خرداد	محل	قم
امیل_زولا	اتفاقات_مهم	آلفرد_دریفوس
بخش_خسروشاه	بخش	شهرستان_تبریز
تیم_ملی_فوتبال_پرتغال	اولین_حضور_در_جام_منطقه‌ای	جام_ملت‌های_اروپا_1984
آریستوفان_بیزانتیومی	محل_مرگ	اسکندریه
سرگر	منطقه	شهرستان_فیروزآباد
نپال	رهبر_name	پراچاندا
عباس‌آباد	بخش	شهرستان_آمل
ایکسلسیر،_مینه‌سوتا	نوع	شهر
ویتنام_جنوبی	سرمایه	هوشی‌مین
آلتان_اوراگ	موضوع	مقاله‌ها_با_اچ‌کاردها
هاکوب_موسس	موضوع	مقاله‌های_دارای_واژگان_به_زبان_ارمنی
اندیس_دوجاهی	نوع	مصالح_ساختمانی
اندیس_سرب_آخوری	محصول	سرب
برایان_تایلر	تاریخ_تولد	کالیفرنیا
احمد_شاه_سادات	موضوع	وزیران_دولت_وحدت_ملی_افغانستان
تیگران_دوم	آرامگاه	تیگراناکرت
خط_4_متروی_تهران	خودer	متروی_تهران
آرامگاه_سید_امین‌الدین_جبراییل	استان	استان_اردبیل
آتکا،_آلاسکا	لقب	شرکت_شهردار
45	فیلمبرداری	مرتضی_غفوری
ارتشبد	حرفervice_branch	نیروی_زمینی_ارتش_جمهوری_اسلامی_ایران
فرودگاه_بین‌المللی_لیبرتی_نیوآرک	سطح_of_runway	بتن
ویت_پارک،_مینه‌سوتا	منطقهٔ_زمانی	منطقه_زمانی_مرکزی
اسکوروپ	منطقهٔ_زمانی	زمان_اروپای_مرکزی
محسن_یگانه	زایمان_date	گنبد_کاووس
خوسورتی	نوع	گرجستان
قره‌گویز	توابع	سقز
امریکن_آیدل	قاضیان	کارا_دیوگاردی
سفیدخانی	روستا	شهرستان_شفت
ریچفیلد،_مینه‌سوتا	رهبر_title	شهردار
کرک_داگلاس	زایمان_date	9_دسامبر
تیم_ملی_فوتبال_بوتسوانا	ارتباط	اتحادیه_فوتبال_بوتسوانا
کما_وایت	موسیقی_artist	مریلین_منسون
دانشگاه_رایرسون	شهر	تورنتو
جوزپه_گاریبالدی	محل_تولد	امپراتوری_اول_فرانسه
دیسک_وینیل	سال_تولید	1948
زادی_اسمیت	تأثیرگرفته_از	دیوید_فاستر_والاس
قوم_بیات	مورد_مرتبط	ایل_افشار
علی_دایی	موضوع	بازیکنان_باشگاه_السد
اریک_کلپتون	وابسته_act	راجر_واترز
صادق_هدایت	محل_اقامت	هندوستان
ایدون_رایتن	دانشگاهی_discipline	ریاضیات
پاپ_نیکلاس_دوم	مرگ_date	27_ژوئیه
بولهد_سیتی،_آریزونا	نوع_حاکمان	شهردار
هریس_تیتر	محصولات	نانوایی
تاپ_گان	بازیگر	تام_اسکریت
تویه	روستا	شهرستان_دامغان
اتحادیه_کمونیست‌های_ایران	پُست	سیاست‌های_چپ_افراطی
ویلیام_گادوین	قابل_توجه	آنارشیسم
مشهد	روستا	شهرستان_بهبهان
رضا_کیانیان	زمینهٔ_فعالیت	نویسنده
آرژانتین	جفovernment_type	جمهوری_فدرال
عایشه_حفصه_سلطان	استراحت_place	فاتح
سول_کالیبر_4	حرفeries	سول
آلقو	منطقه	شهرستان_چاراویماق
احمدآباد	بخش	شهرستان_قلعه‌گنج
رابرتس،_آیداهو	است_،_part_of	ایالات_متحده_آمریکا
مایا_کوموروفسکا	شغل	هنرپیشه
دالو	بخش	زیویه
ریوکان	محل_تولد	استان_نیگاتا
سرلشکر	بالاتر_rank	سپهبد
اینترنت_اکسپلورر_موبایل	پروانه	نرم‌افزار_مالکیتی
جودیت_664	میانگین_radius	کیلومتر
فدراسیون_فوتبال_آسیای_مرکزی	از_رویent_organisation	کنفدراسیون_فوتبال_آسیا
زبان_گوئاریا	زبان_رایج_در	پاکستان
بندپایان	حرفubdivision	خرچنگان
دانشگاه_صنعتی_شریف	موقعیت	تهران
هوگو_ویوینگ	محل_تولد	ایبادان
اندیس_ماکو	محصولات	جیوه
اوکسانا_کومیسارووا	محل_تولد	ولژسکی،_استان_ولگوگراد
سربند	بخش	استان_کرمان
جی_هان-جائه	موضوع	هاپکیدوکاران_اهل_کره_جنوبی
سنت-الیزابت-دو-وارویک،_کبک	منطقهٔ_زمانی	منطقه_زمانی_شرقی
ویر_داس	موضوع	رده_انبار_با_عنوان_صفحه_متفاوت_از_ویکی‌داده
آب‌پران	استان	گلستان_ایران
آسیاب‌سر	توابع	شهرستان_قائم‌شهر
بخارست	نوع	کد_پستی
گناوه	شهرستان	بوشهر
اسکالا	تأثیرگرفته_از	ارلنگ
محمدرضا_شجریان	شاگرد	قاسم_رفعتی
فوروم_لیبرال	موقعیت	میانه‌گرایی
پست-پانک	خاستگاه_سبکی	پراگرسیو_راک
عباس‌آباد	بخش	شهرستان_اصفهان
سم_ورثینگتون	محل_تولد	ساری
بادکی	منطقه	شهرستان_چایپاره
دانشگاه_کاشان	موقعیت	اصفهان
یوکی_هیده‌یاسو	محل_تولد	هاماماتسو
فتح‌آباد	روستا	شهرستان_بوئین‌زهرا
کمیسیون_الکتروتکنیکی_بین‌المللی	تاریخ_تأسیس	پادشاهی_متحد_بریتانیای_کبیر_و_ایرلند
فن_چانگ	محل_اقامت	تایوان
مأموریت_کلئوپاترا	توزیع‌کننده	میرامکس
یوام_ایر	مقر	اوکراین
دیوید_هند	محل_مرگ	سان_لوئیس_اوبیسپو،_کالیفرنیا
تونی_فادل	محصول_تولید	نست_ترموستات
تهران	نویسنده	بزیل_میسون
محمدجعفر_جعفری_لنگرودی	شغل	مجتهد
چفورناک،_آلاسکا	نوع	زیپ‌کد
یوگورسک_سووتسکی	سطح_of_runway	بتن
فرودگاه_منطقه‌ای_آنکنی	سطح_باند	بتن
مرغ_شاخه‌نشین	شاخه	طنابداران
یادگار_دوست	مجری	شهرام_ناظری
تامس_نیگل	محل_تولد	بلگراد
Spandau_04	سال_تاسیس	1904
بیدیان	طبقه	دولپه‌ای‌ها
گاش	روستا	شهرستان_بندرعباس
اسپهبد_خورشید	جانشین	فهرست_والیان_خلفا_در_طبرستان
سوسک‌های_کرگدنی	راسته	سوسک‌های_همه‌چیزخوار
دوران_سرکشی	پدیدآور	علیرضا_طالب‌زاده
بکستر،_مینه‌سوتا	نام	استاندارد_پردازش_اطلاعات_فدرال
سارا_نائینی	شغل	خواننده
وتره_دورنه	رهبر_title	شهردار
ابراهیم_حاتمی‌کیا	شغل	هنرپیشه
نارداران	منطقهٔ_زمانی	ساعت_رسمی_آذربایجان
موریس_بلوک	محل_تولد	کالوادوس
مانوئل_کاستلز	شاگرد_برجسته	دانیل_کوهن_بندیت
کفش_طلای_اروپا	برنده_کنونی	لیونل_مسی
مجلس_شورای_ملی	نشانی_تجمع‌گاه	تهران
جت_هوایی_هریر	هواپیما_user	نیروی_دریایی_ایتالیا
جام_حذفی_فوتبال_ایران	فصل_جاری	جام_حذفی_فوتبال_ایران_97–1396
لس_آنجلس	نام_حاکم	اریک_گارستی
تام_پتی_اند_د_هارت‌بریکرز	هنرمندان_همکار	ترولینگ_ویلبریز
دستکش_یکبار_مصرف	تولید‌کننده	تجهیزات_پزشکی_آسان_طب
گوستاو_لارسون	موضوع	دوچرخه‌سواران_سوئد_بازی‌های_المپیک
مارسل_پروست	درfluenced	گراهام_گرین
مسیعید	مرکز_شهرستان	ام_سیعید
محمدصادق_ناطق_اصفهانی	معروف_for	ماده‌تاریخ
اندیس_مرمر_فنجان	نوع_ماده	مصالح_ساختمانی
